polygon,mound_density,mean_mound_height,rep_poly_count,cover_g1,cover_g3,cover_b13,treatment,landscape,rep
1,0.5587606688365205,0.901702880859375,143174,0.017181890566723007,0.056469750094290866,0.03928785952756785,agriculture,andover,0
1,0.27923730982775713,0.7802937825520834,214871,0.03727818086200557,0.05556822465572367,0.01829004379371809,agriculture,andover,1
1,0.384644972690207,0.9146575927734375,311976,0.04122111957330051,0.06943162294535477,0.02821050337205426,agriculture,andover,2
1,0.31233285312157166,1.0610580444335938,256137,0.0449720266888423,0.07729457282626094,0.032322546137418647,agriculture,andover,3
1,0.2689283541248567,1.0610580444335938,297477,0.05115689616340087,0.0812197245501333,0.03006282838673242,agriculture,andover,4
1,0.05570192784372267,1.1448974609375,179527,0.046550101098999035,0.07150456477298679,0.024954463673987758,agriculture,andover,5
1,0.24781714399002122,1.133880615234375,242114,0.05716728483276473,0.0882807272607119,0.031113442427947165,agriculture,andover,6
1,0.14163971577630366,1.1855875651041667,211805,0.0656688935577536,0.10306649984655697,0.037397606288803384,agriculture,andover,7
1,0.4843617213334918,0.9286055131392046,227103,0.019828007556042852,0.06388731104388758,0.044059303487844724,agriculture,andover,8
1,0.40893619966152667,0.9132314828725961,317898,0.04223681809888707,0.08083095835771222,0.038594140258825155,agriculture,andover,9
1,0.4336043360433604,0.96893310546875,276750,0.02747606142728094,0.07163504968383017,0.04415898825654923,agriculture,andover,10
1,0.4884513811776889,0.9749552408854166,307093,0.039108673919626954,0.08339493247973741,0.04428625856011045,agriculture,andover,11
1,0.14061137827272982,1.1855875651041667,213354,0.06664510625533152,0.10409460333530189,0.037449497079970376,agriculture,andover,12
1,0.21532233753929633,1.0976664225260417,278652,0.04452865940312648,0.07109584714985,0.026567187746723512,agriculture,andover,13
1,0.3745393885788535,0.9639845628004807,347093,0.03871296741795427,0.06601976991757252,0.027306802499618258,agriculture,andover,14
1,0.4374596716865164,0.901702880859375,182874,0.01882170237431237,0.06519789581897918,0.04637619344466682,agriculture,andover,15
1,0.37852774337982015,0.80877685546875,184927,0.029644129845831056,0.04681306677770147,0.017168936931870413,agriculture,andover,16
1,0.14993477837140845,1.3474934895833333,200087,0.06179311999280313,0.0931294886724275,0.03133636867962436,agriculture,andover,17
1,0.2925930080024188,0.9231363932291666,205063,0.020125522400433037,0.0491653784446731,0.029039856044240062,agriculture,andover,18
1,0.34586252348982977,0.9403889973958334,260219,0.021720166475161305,0.06088333288499302,0.039163166409831716,agriculture,andover,19
1,0.2948515238295316,1.0610580444335938,271323,0.05330546986433144,0.08286802077228986,0.02956255090795841,agriculture,andover,20
1,0.2306078053055169,1.0976664225260417,260182,0.05412749536862658,0.08248072503093988,0.028353229662313302,agriculture,andover,21
1,0.46719927383884297,1.0018484933035714,299658,0.03275400623377317,0.0800445841592749,0.04729057792550174,agriculture,andover,22
1,0.5592473189025594,0.9724623736213235,303980,0.032577801171129676,0.0792321863280479,0.04665438515691822,agriculture,andover,23
1,0.35014141822836226,0.8960164388020834,257039,0.02165819194752547,0.06083512618707667,0.039176934239551195,agriculture,andover,24
1,0.5301758416541487,1.0074717203776042,226340,0.04167623928602986,0.07767959706636034,0.036003357780330474,agriculture,andover,25
1,0.1219021613253203,1.095703125,164066,0.07456755208269843,0.11378957248912024,0.03922202040642181,agriculture,andover,26
1,0.22406453058480844,0.8064697265625,223150,0.03710060497423258,0.05639704234819628,0.0192964373739637,agriculture,andover,27
1,0.41396439906168064,0.8985460069444444,217410,0.03456142771721632,0.05480888643576652,0.020247458718550205,agriculture,andover,28
1,0.06315762880998396,1.0372314453125,158334,0.02102517463084366,0.06008816804981874,0.03906299341897508,agriculture,andover,29
1,0.4228806630768797,0.9562276204427084,283768,0.03718883031208593,0.07043077443545431,0.03324194412336839,agriculture,andover,30
1,0.5199721294938591,0.95064697265625,192318,0.03148951216214811,0.05474266579311349,0.02325315363096538,agriculture,andover,31
